Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2011-09-22,369.0,370.3,358.05,361.55,361.7100784011,24617.0,814.0,8904217.0,14723.0,59.81,12.25,-7.45
2011-09-21,397.7,397.7,373.25,375.9,379.13680455598,15979.0,692.0,6058227.0,2920.0,18.27,24.45,-21.8
2011-09-20,369.45,379.45,368.3,377.1,374.1003163968,16119.0,559.0,6030123.0,4285.0,26.58,11.15,7.65
2011-09-19,369.75,372.0,367.05,369.1,369.10719834283,5793.0,316.0,2138238.0,1306.0,22.54,4.95,-0.65
2011-09-16,379.0,379.0,366.5,371.65,373.14394257213,21453.0,806.0,8005057.0,6211.0,28.95,12.5,-7.35
2011-09-15,373.0,378.0,369.05,374.05,372.85745566017,13701.0,539.0,5108520.0,3890.0,28.39,8.95,1.05
2011-09-14,367.45,371.0,361.3,368.9,365.98937198068,10350.0,556.0,3787990.0,1997.0,19.29,9.7,1.45
2011-09-13,363.35,376.8,360.6,364.65,370.61196351931,18640.0,845.0,6908207.0,3219.0,17.27,16.2,1.3
2011-09-12,382.9,384.0,364.05,365.85,371.30500736377,20370.0,673.0,7563483.0,10023.0,49.2,19.95,-17.05
2011-09-09,385.4,399.0,382.2,384.65,391.40812677488,57046.0,1864.0,22328268.0,16425.0,28.79,16.8,-0.75
2011-09-08,379.0,388.5,373.0,383.05,380.00668560443,34851.0,1024.0,13243613.0,13734.0,39.41,15.5,4.05
2011-09-07,375.0,380.75,374.15,376.35,377.81896325803,19079.0,625.0,7208408.0,5191.0,27.21,6.6,1.35
2011-09-06,380.1,386.15,372.0,374.55,375.60179112008,15856.0,601.0,5955542.0,4989.0,31.46,14.15,-5.55
2011-09-05,366.0,387.45,352.5,385.75,378.04326996781,26092.0,1131.0,9863905.0,9481.0,36.34,34.95,19.75
2011-09-02,370.65,374.0,362.0,366.4,367.97137122956,16941.0,643.0,6233803.0,4983.0,29.41,12.0,-4.25
2011-08-30,356.0,373.0,356.0,370.45,365.80134695561,21827.0,981.0,7984346.0,4894.0,22.42,17.0,14.45
2011-08-29,337.9,355.0,336.9,352.4,345.96374015115,12438.0,584.0,4303097.0,4268.0,34.31,18.1,14.5
2011-08-26,352.0,354.0,328.0,333.9,338.71274094969,14889.0,793.0,5043094.0,5770.0,38.75,26.0,-18.1
2011-08-25,352.9,356.95,346.0,349.9,352.13363038977,22218.0,840.0,7823705.0,4270.0,19.22,10.95,-3.0
2011-08-24,347.6,358.8,347.0,353.7,354.6011747953,28090.0,920.0,9960747.0,6936.0,24.69,11.8,6.1
2011-08-23,354.0,354.0,341.25,346.75,344.47835858332,149505.0,1401.0,51501237.0,116614.0,78.0,12.75,-7.25
2011-08-22,357.0,360.0,348.95,354.5,353.79087735945,29509.0,793.0,10440015.0,16897.0,57.26,11.05,-2.5
2011-08-19,366.55,366.55,350.65,357.25,356.54010002679,22394.0,851.0,7984359.0,6420.0,28.67,15.9,-9.3
2011-08-18,367.5,371.95,363.9,367.45,367.9491701813,18257.0,757.0,6717648.0,8058.0,44.14,8.05,-0.05
2011-08-17,382.0,382.85,363.5,366.25,371.17944279145,18485.0,792.0,6861252.0,7004.0,37.89,19.35,-15.75
2011-08-16,392.0,392.0,378.5,383.5,382.42199709005,18557.0,679.0,7096605.0,6289.0,33.89,13.5,-8.5
2011-08-12,403.5,405.2,385.2,391.6,388.95521651283,87108.0,1006.0,33881111.0,71206.0,81.74,20.0,-11.9
2011-08-11,393.5,404.8,393.0,399.85,399.78431372549,10608.0,472.0,4240912.0,2328.0,21.95,11.8,6.35
2011-08-10,392.0,403.0,386.55,399.8,397.58505961701,66424.0,1609.0,26409190.0,33873.0,51.0,16.45,7.8
2011-08-09,376.8,391.05,370.15,383.95,383.19801385153,34942.0,1444.0,13389705.0,9974.0,28.54,20.9,7.15
2011-08-08,389.0,394.75,372.6,384.9,384.74022778791,36174.0,1516.0,13917593.0,14067.0,38.89,22.15,-4.1
2011-08-05,384.0,400.0,382.05,389.7,391.35285289041,39977.0,1212.0,15645113.0,23482.0,58.74,17.95,5.7
2011-08-04,409.95,413.8,400.0,401.55,406.68830501136,36956.0,744.0,15029573.0,15513.0,41.98,13.8,-8.4
2011-08-03,400.25,408.0,392.1,406.1,400.81649838369,25057.0,890.0,10043259.0,8377.0,33.43,15.9,5.85
2011-08-02,420.4,420.4,404.05,404.75,408.91696684779,16379.0,697.0,6697651.0,8043.0,49.11,16.35,-15.65
2011-08-01,428.0,428.0,410.5,420.2,417.16185949962,36612.0,999.0,15273130.0,20376.0,55.65,17.5,-7.8
2011-07-29,433.8,434.4,422.5,425.3,430.27607695732,20219.0,770.0,8699752.0,5042.0,24.94,11.9,-8.5
2011-07-28,441.0,441.0,431.0,432.5,433.68763194293,13737.0,445.0,5957567.0,7075.0,51.5,10.0,-8.5
2011-07-27,449.85,451.9,439.05,440.1,442.20216702784,29995.0,766.0,13263854.0,19936.0,66.46,12.85,-9.75
2011-07-26,458.3,459.0,445.0,448.75,448.58940778126,15653.0,782.0,7021770.0,7151.0,45.68,14.0,-9.55
2011-07-25,458.05,462.3,456.0,457.7,458.29025583145,10632.0,471.0,4872542.0,5121.0,48.17,6.3,-0.35
2011-07-22,458.2,461.65,456.05,457.55,458.56377845452,71913.0,475.0,32976697.0,68015.0,94.58,5.6,-0.65
2011-07-21,443.25,460.2,443.25,457.45,458.10519662921,14240.0,357.0,6523418.0,7072.0,49.66,16.95,14.2
2011-07-20,464.8,465.5,457.0,458.8,462.65911158905,24178.0,896.0,11186172.0,11491.0,47.53,8.5,-6.0
2011-07-19,463.0,464.7,458.0,460.5,461.40541976621,11292.0,535.0,5210190.0,3757.0,33.27,6.7,-2.5
2011-07-18,456.5,461.9,454.4,460.85,460.27156413854,54164.0,2090.0,24930149.0,35986.0,66.44,7.5,4.35
2011-07-15,454.2,463.0,452.1,456.6,457.9301826484,21900.0,948.0,10028671.0,3522.0,16.08,10.9,2.4
2011-07-14,454.9,461.4,450.05,454.65,454.96607994133,38178.0,1756.0,17369695.0,16719.0,43.79,11.35,-0.25
2011-07-13,450.3,456.85,447.25,454.95,454.203197405,30212.0,623.0,13722387.0,18732.0,62.0,9.6,4.65
2011-07-12,450.7,454.4,444.4,448.8,449.058076576,15514.0,618.0,6966687.0,5309.0,34.22,10.0,-1.9
2011-07-11,459.7,459.7,451.0,454.65,454.45972012103,10576.0,457.0,4806366.0,4846.0,45.82,8.7,-5.05
2011-07-08,473.0,473.0,458.0,460.45,465.80674570398,322042.0,770.0,150009336.0,309595.0,96.13,15.0,-12.55
2011-07-07,461.0,476.6,457.1,470.75,469.18660807988,101957.0,1834.0,47836859.0,27904.0,27.37,19.5,9.75
2011-07-06,456.75,462.45,455.2,460.35,459.56966553389,22364.0,645.0,10277816.0,9122.0,40.79,7.25,3.6
2011-07-05,457.0,458.0,449.5,456.55,453.73431734317,11653.0,463.0,5287366.0,5517.0,47.34,8.5,-0.45
2011-07-04,453.7,459.0,452.0,456.45,456.09167267855,19406.0,624.0,8850915.0,6875.0,35.43,7.0,2.75
2011-07-01,452.0,453.7,448.25,450.3,450.62887450062,7259.0,221.0,3271115.0,2657.0,36.6,5.45,-1.7
2011-06-30,450.0,454.45,445.0,451.8,449.37512481278,16024.0,528.0,7200787.0,5174.0,32.29,9.45,1.8
2011-06-29,449.7,455.95,445.1,450.5,452.14452137958,30473.0,1046.0,13778200.0,7928.0,26.02,10.85,0.8
2011-06-28,452.0,454.0,441.5,446.55,447.60787771899,25515.0,770.0,11420715.0,6332.0,24.82,12.5,-5.45
2011-06-27,432.8,449.95,432.8,449.0,445.04471527085,23057.0,831.0,10261396.0,11209.0,48.61,17.15,16.2
2011-06-24,430.0,438.2,426.5,436.05,431.86856428068,75147.0,500.0,32453627.0,68565.0,91.24,11.7,6.05
2011-06-23,428.3,431.85,425.0,427.15,427.44472488642,7924.0,351.0,3387072.0,3141.0,39.64,6.85,-1.15
2011-06-22,440.0,440.0,428.0,428.5,431.6435768262,6352.0,390.0,2741800.0,2167.0,34.12,12.0,-11.5
2011-06-21,426.0,437.9,424.95,434.95,433.95234165737,527148.0,858.0,228757109.0,504106.0,95.63,12.95,8.95
2011-06-20,438.0,439.5,420.25,423.3,430.97897649093,544343.0,839.0,234600389.0,533530.0,98.01,19.25,-14.7
2011-06-17,445.2,450.0,439.15,439.7,444.25437927136,179539.0,774.0,79760987.0,168669.0,93.95,10.85,-5.5
2011-06-16,445.0,453.95,445.0,449.25,450.97211686813,411575.0,404.0,185608849.0,403171.0,97.96,8.95,4.25
2011-06-15,458.5,458.95,452.85,454.65,455.62805030399,12007.0,358.0,5470726.0,4724.0,39.34,6.1,-3.85
2011-06-14,457.0,461.5,456.0,458.25,459.00448194042,11379.0,352.0,5223012.0,4504.0,39.58,5.5,1.25
2011-06-13,461.6,461.6,451.0,456.0,455.75693792734,14918.0,365.0,6798982.0,6760.0,45.31,10.6,-5.6
2011-06-10,465.0,465.0,455.8,457.2,459.2507614577,27907.0,931.0,12816311.0,8735.0,31.3,9.2,-7.8
2011-06-09,455.0,461.6,452.55,458.55,456.73036864556,301482.0,1532.0,137695985.0,268064.0,88.92,9.05,3.55
2011-06-08,452.3,456.7,452.0,452.9,454.00110435951,405665.0,700.0,184172358.0,394453.0,97.24,4.7,0.6
2011-06-07,444.5,456.0,443.5,451.55,452.99081871248,541863.0,1318.0,245458964.0,511005.0,94.31,12.5,7.05
2011-06-06,444.5,446.4,441.2,444.95,443.83250398089,10048.0,346.0,4459629.0,2496.0,24.84,5.2,0.45
2011-06-03,444.25,449.5,443.05,444.5,445.9775313516,17224.0,628.0,7681517.0,8236.0,47.82,6.45,0.25
2011-06-02,445.0,446.95,436.25,444.45,443.57243773217,16421.0,758.0,7283903.0,7210.0,43.91,10.7,-0.55
2011-06-01,445.0,450.6,439.75,449.7,447.57033456996,29381.0,998.0,13150064.0,9674.0,32.93,10.85,4.7
2011-05-31,445.0,447.0,437.15,443.8,442.87974927338,28557.0,700.0,12647317.0,13027.0,45.62,9.85,-1.2
2011-05-30,439.75,440.35,437.0,438.3,438.54858578491,12339.0,409.0,5411251.0,2933.0,23.77,3.35,-1.45
2011-05-27,423.9,439.0,423.0,436.2,432.82218688617,32073.0,1072.0,13881906.0,11308.0,35.26,16.0,12.3
2011-05-26,420.5,425.0,420.0,422.05,422.80093546853,12614.0,503.0,5333211.0,5861.0,46.46,5.0,1.55
2011-05-25,417.8,422.0,417.5,420.1,419.20492407489,13566.0,394.0,5686934.0,7673.0,56.56,4.5,2.3
2011-05-24,422.0,425.55,416.25,419.8,421.44046594745,15109.0,632.0,6367544.0,2206.0,14.6,9.3,-2.2
2011-05-23,429.0,430.45,418.6,421.95,423.00948009932,13291.0,541.0,5622219.0,4559.0,34.3,11.85,-7.05
2011-05-20,399.8,438.5,399.8,432.65,433.17453512673,55983.0,574.0,24250410.0,37399.0,66.8,38.7,32.85
2011-05-19,436.95,437.55,433.0,435.15,435.42240329681,10677.0,432.0,4649005.0,2767.0,25.92,4.55,-1.8
2011-05-18,435.75,440.0,431.5,437.7,436.53156538075,22889.0,934.0,9991771.0,8371.0,36.57,8.5,1.95
2011-05-17,441.0,444.85,434.25,435.75,439.23492978803,18729.0,665.0,8226431.0,6165.0,32.92,10.6,-5.25
2011-05-16,435.0,443.5,435.0,440.8,440.40934771443,23364.0,914.0,10289724.0,7820.0,33.47,8.5,5.8
2011-05-13,435.0,442.0,433.15,439.25,438.40971212562,30951.0,736.0,13569219.0,12515.0,40.43,8.85,4.25
2011-05-12,433.7,443.0,431.25,434.5,436.90552043304,48402.0,1452.0,21147101.0,9880.0,20.41,11.75,0.8
2011-05-11,421.0,438.0,419.0,433.7,430.33108633003,79810.0,2254.0,34344724.0,38974.0,48.83,19.0,12.7
2011-05-10,421.0,424.35,417.3,421.15,421.02425755819,33639.0,1253.0,14162835.0,4049.0,12.04,7.05,0.15
2011-05-09,407.7,422.8,407.7,419.85,416.12292175328,103212.0,2962.0,42948879.0,22741.0,22.03,15.1,12.15
2011-05-06,408.0,412.8,395.4,403.45,405.75455959282,91949.0,1358.0,37308726.0,54693.0,59.48,17.4,-4.55
2011-05-05,411.0,414.95,403.5,408.6,409.80856376584,21626.0,922.0,8862520.0,4622.0,21.37,11.45,-2.4
2011-05-04,409.95,412.6,401.1,410.4,408.97849288687,80485.0,1112.0,32916634.0,51250.0,63.68,11.5,0.45
2011-05-03,413.4,421.6,402.65,408.2,409.5068309324,61851.0,1670.0,25328407.0,21143.0,34.18,18.95,-5.2
2011-05-02,421.0,421.0,403.85,412.0,407.99436033536,33158.0,1116.0,13528277.0,15391.0,46.42,17.15,-9.0
2011-04-29,433.0,435.95,416.1,421.15,426.44532974119,34891.0,1850.0,14879104.0,17499.0,50.15,19.85,-11.85
2011-04-28,439.0,439.0,426.0,430.65,431.41732096122,21015.0,776.0,9066235.0,5342.0,25.42,13.0,-8.35
2011-04-27,439.0,443.5,435.4,437.45,438.74136086445,18694.0,687.0,8201831.0,5316.0,28.44,8.1,-1.55
2011-04-26,435.0,441.8,431.3,439.55,436.00701295614,16826.0,572.0,7336254.0,4667.0,27.74,10.5,4.55
2011-04-25,440.55,443.45,435.25,436.55,438.50810584667,19122.0,668.0,8385152.0,7162.0,37.45,8.2,-4.0
2011-04-21,450.0,452.0,440.1,441.4,443.9592660738,19566.0,624.0,8686507.0,4600.0,23.51,11.9,-8.6
2011-04-20,455.2,457.9,442.05,447.7,449.03823625531,39779.0,1239.0,17862292.0,10985.0,27.62,15.85,-7.5
2011-04-19,439.9,455.7,436.1,452.7,449.79616739618,93670.0,2401.0,42132407.0,19828.0,21.17,19.6,12.8
2011-04-18,446.0,455.4,438.25,440.4,446.45907870376,81559.0,2196.0,36412756.0,22598.0,27.71,17.15,-5.6
2011-04-15,435.0,448.05,430.0,445.3,440.44419793194,100964.0,2192.0,44469008.0,39623.0,39.24,18.05,10.3
2011-04-13,416.2,435.0,414.85,433.4,427.32623574816,113231.0,1336.0,48386577.0,81908.0,72.34,20.15,17.2
2011-04-11,424.0,424.5,413.0,417.6,418.68310317651,29183.0,802.0,12218429.0,5644.0,19.34,11.5,-6.4
2011-04-08,426.0,434.0,421.0,423.45,428.05218601851,106312.0,2346.0,45507084.0,38189.0,35.92,13.0,-2.55
2011-04-07,416.0,427.3,412.05,420.25,422.16466746635,60024.0,1588.0,25340012.0,13482.0,22.46,15.25,4.25
2011-04-06,416.0,418.55,411.4,414.0,414.8089191167,46462.0,972.0,19272852.0,10940.0,23.55,7.15,-2.0
2011-04-05,421.05,423.9,412.5,415.4,416.14083928916,41416.0,1207.0,17234889.0,14632.0,35.33,11.4,-5.65
2011-04-04,418.0,423.35,415.05,421.55,420.97543859649,28215.0,725.0,11877822.0,7468.0,26.47,8.3,3.55
2011-04-01,416.35,421.9,408.5,418.7,417.47744605655,43008.0,1144.0,17954870.0,7466.0,17.36,13.4,2.35
2011-03-31,420.0,424.9,403.0,418.9,417.45065334965,101324.0,1897.0,42297770.0,43352.0,42.79,21.9,-1.1
2011-03-30,405.0,424.3,401.5,421.1,415.87976916615,136895.0,2664.0,56931861.0,52493.0,38.35,22.8,16.1
2011-03-29,397.0,402.9,395.0,400.5,399.52894831563,75013.0,1246.0,29969865.0,37074.0,49.42,7.9,3.5
2011-03-28,385.0,397.7,380.0,395.75,391.45894069211,53922.0,1683.0,21108249.0,14446.0,26.79,17.7,10.75
2011-03-25,385.0,387.0,381.6,385.75,384.78762328017,32852.0,748.0,12641043.0,19748.0,60.11,5.4,0.75
2011-03-24,385.0,386.35,377.1,379.0,382.25285864392,32358.0,665.0,12368938.0,13113.0,40.52,9.25,-6.0
2011-03-23,371.0,389.2,371.0,382.65,382.60000412729,48458.0,1407.0,18540031.0,12541.0,25.88,18.2,11.65
2011-03-22,370.6,374.0,369.2,370.55,371.78889461922,11634.0,379.0,4325392.0,4343.0,37.33,4.8,-0.05
2011-03-21,361.0,377.7,361.0,369.9,371.629018814,16796.0,537.0,6241881.0,4423.0,26.33,16.7,8.9
2011-03-18,370.0,377.0,368.0,372.2,370.87676013961,24927.0,501.0,9244845.0,11670.0,46.82,9.0,2.2
2011-03-17,367.8,376.1,365.15,374.0,372.41546611887,36997.0,736.0,13778255.0,17627.0,47.64,10.95,6.2
2011-03-16,364.0,370.6,363.7,367.95,367.20543194986,46429.0,763.0,17048981.0,26045.0,56.1,6.9,3.95
2011-03-15,360.0,365.0,353.2,360.4,361.84388730144,32547.0,674.0,11776933.0,5116.0,15.72,11.8,0.4
2011-03-14,365.0,368.85,363.0,365.0,365.47828741307,37674.0,414.0,13769029.0,31446.0,83.47,5.85,0.0
2011-03-11,372.0,374.95,359.0,363.9,367.7159202034,30678.0,881.0,11280789.0,17241.0,56.2,15.95,-8.1
2011-03-10,379.6,379.6,372.1,373.9,375.57888258223,14623.0,461.0,5492090.0,6879.0,47.04,7.5,-5.7
2011-03-09,377.0,382.45,375.9,379.6,379.50280373832,21935.0,721.0,8324394.0,5525.0,25.19,6.55,2.6
2011-03-08,367.95,379.85,365.65,376.7,373.83248600296,46617.0,1287.0,17426949.0,15375.0,32.98,14.2,8.75
2011-03-07,370.0,370.0,356.6,367.05,362.82327247516,43270.0,968.0,15699363.0,28201.0,65.17,13.4,-2.95
2011-03-04,366.0,374.5,360.1,370.3,366.99751804083,69703.0,1851.0,25580828.0,32580.0,46.74,14.4,4.3
2011-03-03,365.0,365.9,355.15,360.45,360.02611792639,27797.0,937.0,10007646.0,4537.0,16.32,10.75,-4.55
2011-03-01,352.0,366.0,351.1,364.9,358.702268431,31740.0,976.0,11385210.0,12560.0,39.57,14.9,12.9
2011-02-28,337.5,351.9,333.1,348.5,346.2281751192,34605.0,1334.0,11981226.0,13937.0,40.27,18.8,11.0
2011-02-25,344.0,346.25,326.0,335.45,335.2097198785,29630.0,1122.0,9932264.0,10805.0,36.47,20.25,-8.55
2011-02-24,347.1,349.0,337.05,338.5,341.61472029499,20611.0,870.0,7041021.0,9103.0,44.17,11.95,-8.6
2011-02-23,352.0,355.75,345.0,348.05,348.86908172818,35251.0,645.0,12297984.0,26298.0,74.6,10.75,-3.95
2011-02-22,363.0,364.0,351.25,356.1,356.71076147784,34131.0,709.0,12174895.0,14154.0,41.47,12.75,-6.9
2011-02-21,376.0,376.6,356.0,363.4,364.04641561849,25918.0,982.0,9435355.0,6423.0,24.78,20.6,-12.6
2011-02-18,384.0,388.0,370.0,373.9,379.53780595068,32971.0,968.0,12513741.0,8920.0,27.05,18.0,-10.1
2011-02-17,384.0,388.0,381.1,384.5,384.86793760832,23080.0,610.0,8882752.0,6217.0,26.94,6.9,0.5
2011-02-16,384.0,391.0,382.3,384.6,385.77460430799,16806.0,548.0,6483328.0,3494.0,20.79,8.7,0.6
2011-02-15,375.0,391.0,375.0,384.95,384.82084049161,75670.0,1915.0,29119393.0,24236.0,32.03,16.0,9.95
2011-02-14,372.4,379.75,371.0,378.4,377.32580264147,46565.0,772.0,17570176.0,28222.0,60.61,8.75,6.0
2011-02-11,350.0,373.5,344.6,369.4,351.48687885482,482999.0,1814.0,169767811.0,441181.0,91.34,28.9,19.4
2011-02-10,337.0,361.0,336.95,350.0,347.93195819833,153391.0,2243.0,53369631.0,84175.0,54.88,24.05,13.0
2011-02-09,343.0,352.55,334.0,339.4,343.04576591945,37517.0,969.0,12870048.0,11633.0,31.01,18.55,-3.6
2011-02-08,354.0,354.0,338.5,343.9,340.46225794847,80613.0,790.0,27445684.0,59838.0,74.23,15.5,-10.1
2011-02-07,360.0,360.0,344.05,347.9,350.43279405334,11435.0,620.0,4007199.0,3881.0,33.94,15.95,-12.1
2011-02-04,354.25,363.5,345.0,346.9,355.30730353075,28096.0,957.0,9982714.0,8049.0,28.65,18.5,-7.35
2011-02-03,359.9,359.9,351.1,354.05,354.77690695725,23860.0,736.0,8464977.0,5085.0,21.31,8.8,-5.85
2011-02-02,365.55,365.55,352.05,356.15,358.47681394809,30169.0,1212.0,10814887.0,12072.0,40.01,13.5,-9.4
2011-02-01,365.55,371.0,357.0,362.95,364.01731837729,410893.0,1223.0,149572168.0,382882.0,93.18,14.0,-2.6
2011-01-31,344.0,366.6,338.0,364.55,356.33728764757,52095.0,1696.0,18563391.0,21918.0,42.07,28.6,20.55
2011-01-28,361.0,361.9,336.05,350.05,344.20503192438,68443.0,1631.0,23558425.0,22785.0,33.29,25.85,-10.95
2011-01-27,376.6,376.6,353.0,359.85,361.08115206108,160304.0,1594.0,57882753.0,126221.0,78.74,23.6,-16.75
2011-01-25,379.0,386.7,372.3,374.6,379.3461236956,98225.0,1907.0,37261273.0,49656.0,50.55,14.4,-4.4
2011-01-24,382.0,382.0,375.0,378.6,378.36277886704,18871.0,495.0,7140084.0,6731.0,35.67,7.0,-3.4
2011-01-21,379.7,383.25,376.5,379.05,379.69425615412,30833.0,888.0,11707113.0,14692.0,47.65,6.75,-0.65
2011-01-20,374.2,383.9,374.2,378.55,377.62881311055,143518.0,1068.0,54196532.0,117027.0,81.54,9.7,4.35
2011-01-19,373.75,382.0,369.0,376.45,372.77793721493,448801.0,1089.0,167303111.0,410191.0,91.4,13.0,2.7
2011-01-18,371.0,374.0,367.6,370.65,370.87166135317,28230.0,616.0,10469707.0,12952.0,45.88,6.4,-0.35
2011-01-17,374.0,375.55,361.0,366.1,370.20146502139,40682.0,1126.0,15060536.0,12974.0,31.89,14.55,-7.9
2011-01-14,377.1,380.0,366.1,373.5,374.38216590513,42458.0,1571.0,15895518.0,15835.0,37.3,13.9,-3.6
2011-01-13,383.0,383.5,375.1,376.2,379.37004320691,31245.0,775.0,11853417.0,12288.0,39.33,8.4,-6.8
2011-01-12,380.1,387.5,370.25,380.45,380.071918315,101365.0,1382.0,38525990.0,69689.0,68.75,17.25,0.35
2011-01-11,374.0,382.9,365.0,377.55,376.70891093134,49198.0,1412.0,18533325.0,15104.0,30.7,17.9,3.55
2011-01-10,372.0,379.7,370.5,374.8,375.17864187457,155641.0,4869.0,58393179.0,85192.0,54.74,9.2,2.8
2011-01-07,376.0,383.9,370.0,373.55,376.77483303297,84897.0,2832.0,31987053.0,32047.0,37.75,13.9,-2.45
2011-01-06,382.0,385.0,373.7,374.7,376.73732951529,114893.0,1668.0,43284482.0,62138.0,54.08,11.3,-7.3
2011-01-05,393.0,393.5,381.1,382.0,384.82742501742,152102.0,2074.0,58533021.0,95113.0,62.53,12.4,-11.0
2011-01-04,407.8,407.8,392.2,393.0,398.11672959456,50587.0,1046.0,20139531.0,26821.0,53.02,15.6,-14.8
2011-01-03,400.1,408.45,400.1,404.05,404.86713580846,61815.0,1852.0,25026862.0,26837.0,43.42,8.35,3.95
2010-12-31,395.0,404.0,393.25,397.6,398.91187009115,69772.0,1430.0,27832879.0,35967.0,51.55,10.75,2.6
2010-12-30,400.0,400.0,388.0,393.0,392.57127144743,54552.0,982.0,21415548.0,31599.0,57.92,12.0,-7.0
2010-12-29,394.0,398.5,392.0,395.25,395.31368955308,42558.0,734.0,16823760.0,14687.0,34.51,6.5,1.25
2010-12-28,395.0,395.5,392.0,393.9,393.99266123515,16079.0,515.0,6335008.0,7390.0,45.96,3.5,-1.1
2010-12-27,400.0,410.0,390.0,394.2,394.79661969569,24909.0,826.0,9833989.0,10598.0,42.55,20.0,-5.8
2010-12-24,396.55,398.8,390.05,392.7,392.60473243107,33767.0,726.0,13257084.0,13278.0,39.32,8.75,-3.85
2010-12-23,396.0,400.55,394.25,396.05,396.41079579282,20156.0,745.0,7990056.0,6348.0,31.49,6.3,0.05
2010-12-22,401.0,403.2,392.4,395.65,398.03924155793,40926.0,1103.0,16290154.0,18610.0,45.47,10.8,-5.35
2010-12-21,396.0,406.1,396.0,399.55,401.31216953245,48038.0,1298.0,19278234.0,12144.0,25.28,10.1,3.55
2010-12-20,403.2,407.7,394.0,396.35,400.19082306338,45440.0,1566.0,18184671.0,16754.0,36.87,13.7,-6.85
2010-12-16,406.0,411.9,398.5,403.15,405.26731078905,71415.0,2008.0,28942165.0,15101.0,21.15,13.4,-2.85
2010-12-15,417.8,417.8,402.2,405.2,408.92687918142,38115.0,1012.0,15586248.0,11065.0,29.03,15.6,-12.6
2010-12-14,418.0,421.0,408.0,415.7,415.43458975339,47118.0,1197.0,19574447.0,11495.0,24.4,13.0,-2.3
2010-12-13,410.0,421.0,405.55,416.55,414.18442884493,59546.0,1459.0,24663026.0,11211.0,18.83,15.45,6.55
2010-12-10,401.2,412.5,384.0,408.8,398.46249788171,236040.0,3195.0,94053088.0,97073.0,41.13,28.5,7.6
2010-12-09,430.0,434.0,403.0,405.85,411.38230365629,72806.0,1761.0,29951100.0,24793.0,34.05,31.0,-24.15
2010-12-08,437.0,443.6,420.0,429.85,431.07165588568,568439.0,1329.0,245037941.0,532234.0,93.63,23.6,-7.15
2010-12-07,450.0,450.0,430.45,437.6,436.37648595689,53585.0,1471.0,23383234.0,19371.0,36.15,19.55,-12.4
2010-12-06,464.85,467.0,443.0,446.75,456.39360026255,30470.0,986.0,13906313.0,13109.0,43.02,24.0,-18.1
2010-12-03,470.0,474.85,451.1,459.6,462.50139267333,33030.0,956.0,15276421.0,11345.0,34.35,23.75,-10.4
2010-12-02,466.0,470.0,465.0,467.15,467.75920751202,39723.0,1015.0,18580799.0,11625.0,29.27,5.0,1.15
2010-12-01,447.0,465.9,445.15,461.45,457.43606930262,41326.0,1493.0,18904003.0,10510.0,25.43,20.75,14.45
2010-11-30,441.0,446.3,435.0,443.45,442.74942802233,32781.0,1009.0,14513769.0,9264.0,28.26,11.3,2.45
2010-11-29,444.0,452.15,435.0,440.95,440.50364456786,37453.0,1221.0,16498183.0,5760.0,15.38,17.15,-3.05
2010-11-26,433.0,448.8,408.1,444.1,432.69292834671,226312.0,3543.0,97923602.0,89425.0,39.51,40.7,11.1
2010-11-25,448.75,453.0,432.1,435.35,440.69857936183,75811.0,1843.0,33409800.0,18169.0,23.97,20.9,-13.4
2010-11-24,458.9,471.7,440.15,446.95,460.25397342089,70657.0,1845.0,32520165.0,14539.0,20.58,31.55,-11.95
2010-11-23,455.0,465.0,444.8,458.8,455.3242687747,101200.0,2003.0,46078816.0,37747.0,37.3,20.2,3.8
2010-11-22,449.95,461.85,445.4,459.4,454.6587051998,36886.0,1188.0,16770541.0,10005.0,27.12,16.45,9.45
2010-11-19,461.95,461.95,441.2,444.5,449.15004958209,35295.0,1404.0,15852751.0,12789.0,36.23,20.75,-17.45
2010-11-18,462.0,465.4,433.95,456.1,448.39465439173,93198.0,2493.0,41789485.0,22936.0,24.61,31.45,-5.9
2010-11-16,464.0,473.55,442.0,455.5,461.53061855739,148717.0,3045.0,68637449.0,34568.0,23.24,31.55,-8.5
2010-11-15,435.0,465.0,435.0,461.9,450.56382894372,151342.0,3648.0,68189231.0,53169.0,35.13,30.0,26.9
2010-11-12,469.0,471.5,433.0,438.55,453.47050983568,59274.0,1564.0,26879011.0,27461.0,46.33,38.5,-30.45
2010-11-11,488.05,490.5,465.0,466.6,475.59841326795,25083.0,925.0,11929435.0,10688.0,42.61,25.5,-21.45
2010-11-10,490.0,495.0,480.6,487.4,489.25363020329,9297.0,434.0,4548591.0,3018.0,32.46,14.4,-2.6
2010-11-09,487.45,497.0,485.8,488.45,490.91456948697,26782.0,795.0,13147674.0,6461.0,24.12,11.2,1.0
2010-11-08,497.0,497.0,486.25,487.2,489.6417145201,29256.0,568.0,14324958.0,19456.0,66.5,10.75,-9.8
2010-11-05,489.9,497.0,489.9,495.65,495.55172142745,12722.0,321.0,6304409.0,6326.0,49.72,7.1,5.75
2010-11-04,492.0,496.25,485.1,492.9,491.54219197441,26889.0,686.0,13217078.0,11243.0,41.81,11.15,0.9
