Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2014-11-17,141.0,144.7,140.6,144.0,142.60851586411,208458.0,3643.0,29727886.0,62945.0,30.2,4.1,3.0
2014-11-14,140.0,144.9,139.3,139.9,142.16990703601,211910.0,3037.0,30127225.0,45062.0,21.26,5.6,-0.1
2014-11-13,147.5,147.5,139.65,142.2,143.2740246626,238661.0,3379.0,34193922.0,74238.0,31.11,7.85,-5.3
2014-11-12,147.5,147.5,144.5,145.35,145.83681868273,307621.0,3737.0,44862468.0,85117.0,27.67,3.0,-2.15
2014-11-11,145.0,147.4,142.8,146.4,145.05267650787,268260.0,3623.0,38911831.0,60940.0,22.72,4.6,1.4
2014-11-10,144.5,145.6,142.4,145.0,144.30696932192,159169.0,2800.0,22969196.0,32662.0,20.52,3.2,0.5
2014-11-07,147.0,147.5,143.85,144.9,145.22406988326,239943.0,3904.0,34845499.0,41065.0,17.11,3.65,-2.1
2014-11-05,144.15,147.0,144.0,145.95,145.54073183358,365083.0,5192.0,53134447.0,116708.0,31.97,3.0,1.8
2014-11-03,144.0,145.5,142.85,144.1,144.23442198307,374470.0,5758.0,54011464.0,93706.0,25.02,2.65,0.1
2014-10-31,139.4,142.5,139.4,141.95,141.30213915025,308113.0,5009.0,43537026.0,88421.0,28.7,3.1,2.55
2014-10-30,139.05,140.0,137.15,139.4,138.50288266945,228781.0,3499.0,31686828.0,34223.0,14.96,2.85,0.35
2014-10-29,140.25,141.0,138.25,138.8,139.49127625202,160940.0,2776.0,22449726.0,38938.0,24.19,2.75,-1.45
2014-10-28,139.0,140.2,138.8,139.65,139.53665797182,168299.0,3018.0,23483880.0,30107.0,17.89,1.4,0.65
2014-10-27,143.0,143.0,137.3,138.45,139.31924839806,263118.0,4704.0,36657402.0,56913.0,21.63,5.7,-4.55
2014-10-23,142.0,142.65,141.25,141.8,141.89515614385,97154.0,1837.0,13785682.0,61734.0,63.54,1.4,-0.2
2014-10-22,143.0,143.1,139.15,141.5,141.52073628762,341334.0,5103.0,48305839.0,60131.0,17.62,3.95,-1.5
2014-10-21,139.5,141.75,137.9,140.5,140.29600356179,671573.0,11030.0,94219008.0,133407.0,19.86,3.85,1.0
2014-10-20,139.0,140.35,137.7,138.45,138.82797992342,581374.0,8179.0,80710978.0,125184.0,21.53,2.65,-0.55
2014-10-17,132.1,136.9,129.25,135.9,133.36391375775,725584.0,10829.0,96766722.0,100939.0,13.91,7.65,3.8
2014-10-16,138.0,139.55,130.45,131.6,136.09283275081,897248.0,14351.0,122109022.0,96485.0,10.75,9.1,-6.4
2014-10-14,136.8,139.9,134.15,138.7,137.98037394783,942217.0,13370.0,130007454.0,140531.0,14.91,5.75,1.9
2014-10-13,126.1,136.15,126.1,135.6,133.25112889079,692051.0,9377.0,92216577.0,179248.0,25.9,10.05,9.5
2014-10-10,130.5,133.45,127.8,128.4,130.35487457241,947160.0,10599.0,123466923.0,195879.0,20.68,5.65,-2.1
2014-10-09,122.5,132.35,122.5,131.85,128.45258268882,942177.0,8727.0,121025069.0,221314.0,23.49,9.85,9.35
2014-10-08,121.0,123.9,121.0,122.35,122.58813926406,183766.0,2860.0,22527532.0,49444.0,26.91,2.9,1.35
2014-10-07,124.95,125.75,121.0,121.5,123.64386979517,250897.0,4085.0,31021876.0,52239.0,20.82,4.75,-3.45
2014-10-01,125.6,127.5,123.0,123.45,124.61755158656,209793.0,2620.0,26143890.0,37280.0,17.77,4.5,-2.15
2014-09-30,125.5,128.35,123.45,125.6,126.19908152126,398485.0,5011.0,50288441.0,76301.0,19.15,4.9,0.1
2014-09-29,126.0,126.6,124.0,125.4,125.11864937842,217026.0,3028.0,27154000.0,24580.0,11.33,2.6,-0.6
2014-09-26,122.0,126.75,120.2,125.5,124.20652049564,559436.0,5109.0,69485599.0,44368.0,7.93,6.55,3.5
2014-09-25,127.0,127.5,120.65,122.15,124.07923932656,331969.0,3856.0,41190461.0,132469.0,39.9,6.85,-4.85
2014-09-24,126.3,127.65,125.0,126.5,126.24603137439,277615.0,3537.0,35047792.0,52764.0,19.01,2.65,0.2
2014-09-23,128.5,131.8,124.9,125.6,128.51319818915,587126.0,7570.0,75453440.0,85508.0,14.56,6.9,-2.9
2014-09-22,125.0,128.95,124.4,128.3,127.49573517821,228380.0,3355.0,29117476.0,75144.0,32.9,4.55,3.3
2014-09-19,125.0,127.95,124.35,125.8,125.80583520448,217336.0,3058.0,27342137.0,40989.0,18.86,3.6,0.8
2014-09-18,123.0,126.35,121.75,125.65,125.15488559313,269302.0,3704.0,33704461.0,75515.0,28.04,4.6,2.65
2014-09-17,122.0,123.95,118.75,122.35,121.36385668327,303691.0,4448.0,36857111.0,51573.0,16.98,5.2,0.35
2014-09-16,128.95,129.9,120.0,122.0,124.58789010145,414091.0,5694.0,51590724.0,71428.0,17.25,9.9,-6.95
2014-09-15,127.0,130.0,125.2,128.15,128.25219093191,746486.0,6774.0,95738465.0,388863.0,52.09,4.8,1.15
2014-09-12,129.0,129.0,127.2,127.55,127.74268859872,348531.0,4584.0,44522287.0,117802.0,33.8,1.8,-1.45
2014-09-11,125.05,129.15,124.55,128.2,127.18657245491,548693.0,8337.0,69786382.0,175377.0,31.96,4.6,3.15
2014-09-10,126.45,126.45,123.25,124.0,124.07830121767,184697.0,2832.0,22916890.0,41319.0,22.37,3.2,-2.45
2014-09-09,126.95,126.95,124.25,125.3,125.45421148715,178025.0,2885.0,22333986.0,50642.0,28.45,2.7,-1.65
2014-09-08,125.3,127.35,124.45,126.8,125.74744332978,410886.0,4308.0,51667864.0,158357.0,38.54,2.9,1.5
2014-09-05,125.5,126.25,123.6,124.65,124.88642313534,254779.0,3420.0,31818438.0,102543.0,40.25,2.65,-0.85
2014-09-04,126.25,127.35,123.05,125.3,125.21688295326,396850.0,4278.0,49692320.0,161466.0,40.69,4.3,-0.95
2014-09-03,124.2,127.65,123.0,125.85,125.77337655271,560551.0,9680.0,70502392.0,147056.0,26.23,4.65,1.65
2014-09-02,124.8,125.6,123.1,123.5,124.50743718427,363444.0,4513.0,45251481.0,85834.0,23.62,2.5,-1.3
2014-09-01,121.65,124.55,121.35,124.35,124.12433793579,768430.0,4792.0,95380865.0,595227.0,77.46,3.2,2.7
2014-08-28,122.9,122.9,120.25,120.8,121.21729802213,268470.0,3943.0,32543208.0,83302.0,31.03,2.65,-2.1
2014-08-27,118.9,122.45,118.1,121.8,120.42883314258,247271.0,4446.0,29778558.0,59431.0,24.03,4.35,2.9
2014-08-26,117.0,119.05,116.05,117.8,117.32605792396,305504.0,4773.0,35843580.0,90451.0,29.61,3.0,0.8
2014-08-25,123.5,124.1,117.75,118.8,121.35912893659,297751.0,5639.0,36134802.0,60596.0,20.35,6.35,-4.7
2014-08-22,123.6,125.75,122.0,122.75,123.70065625797,552679.0,8883.0,68366755.0,142576.0,25.8,3.75,-0.85
2014-08-21,117.0,123.1,117.0,122.5,121.3614755394,455508.0,8166.0,55281123.0,98211.0,21.56,6.1,5.5
2014-08-20,120.5,120.5,117.65,118.05,118.49479939389,252759.0,3532.0,29950627.0,80132.0,31.7,2.85,-2.45
2014-08-19,119.3,121.5,118.9,120.4,120.47236319716,340289.0,5828.0,40995420.0,85255.0,25.05,2.6,1.1
2014-08-18,114.0,119.2,113.75,118.85,117.28919958142,246546.0,5492.0,28917183.0,72677.0,29.48,5.45,4.85
2014-08-14,112.1,114.8,111.1,114.35,113.42218684617,219860.0,4448.0,24937002.0,61888.0,28.15,3.7,2.25
2014-08-13,115.5,115.5,110.65,111.75,112.47256042062,186774.0,3596.0,21006950.0,48855.0,26.16,4.85,-3.75
2014-08-12,114.7,115.2,113.3,114.8,114.50226676492,169625.0,3747.0,19422447.0,49341.0,29.09,1.9,0.1
2014-08-11,116.0,116.0,113.85,114.15,114.09088864848,564779.0,2926.0,64436138.0,450278.0,79.73,2.15,-1.85
2014-08-08,117.5,117.5,112.7,113.15,113.77635925209,230991.0,5153.0,26281315.0,88170.0,38.17,4.8,-4.35
2014-08-07,120.0,120.5,116.1,116.9,117.66003647213,467206.0,5617.0,54971475.0,151712.0,32.47,4.4,-3.1
2014-08-06,119.0,120.95,118.4,119.1,119.54604759743,231315.0,3573.0,27652794.0,41505.0,17.94,2.55,0.1
2014-08-05,121.9,121.9,118.3,119.45,119.3143130603,399118.0,4192.0,47620490.0,225764.0,56.57,3.6,-2.45
2014-08-04,119.3,121.0,118.2,119.8,119.22279089676,219614.0,4012.0,26182994.0,56176.0,25.58,2.8,0.5
2014-08-01,119.0,121.55,117.0,118.05,119.05959688822,343726.0,5904.0,40923879.0,72012.0,20.95,4.55,-0.95
2014-07-31,120.0,122.55,118.8,120.0,120.93677074644,378812.0,5792.0,45812300.0,116268.0,30.69,3.75,0.0
2014-07-30,121.0,121.0,115.5,119.5,117.94447856529,390768.0,6421.0,46088928.0,97424.0,24.93,5.5,-1.5
2014-07-28,119.7,120.35,117.8,119.55,119.36847882478,183115.0,3975.0,21858159.0,59481.0,32.48,2.55,-0.15
2014-07-25,123.0,124.3,117.3,118.25,119.52858156181,465230.0,8162.0,55608282.0,175356.0,37.69,7.0,-4.75
2014-07-24,125.75,125.75,123.1,123.75,124.21200086672,309211.0,7138.0,38407717.0,119200.0,38.55,2.65,-2.0
2014-07-23,125.5,126.35,123.1,124.6,124.51035498383,2166155.0,12995.0,269708728.0,1767910.0,81.62,3.25,-0.9
2014-07-22,126.75,126.75,122.7,123.7,124.56330281273,303620.0,5273.0,37819910.0,88885.0,29.28,4.05,-3.05
2014-07-21,127.05,128.1,124.65,125.3,126.92727024909,2538521.0,8676.0,322207541.0,1240415.0,48.86,3.45,-1.75
2014-07-18,124.0,126.8,121.25,125.85,124.67821738434,724284.0,11069.0,90302438.0,208019.0,28.72,5.55,1.85
2014-07-17,126.0,126.8,124.0,124.3,125.06700716345,737354.0,13023.0,92218658.0,191365.0,25.95,2.8,-1.7
2014-07-16,127.0,129.05,124.1,125.2,126.60725159582,1912186.0,26289.0,242096614.0,537946.0,28.13,4.95,-1.8
2014-07-15,119.0,125.15,117.7,124.05,121.14996719758,839877.0,15006.0,101751071.0,196949.0,23.45,7.45,5.05
2014-07-14,114.05,118.3,111.55,116.95,115.40540384837,607530.0,10602.0,70112245.0,146402.0,24.1,6.75,2.9
2014-07-11,120.0,120.05,112.1,113.9,115.97949046139,623466.0,10454.0,72309269.0,150820.0,24.19,7.95,-6.1
2014-07-10,116.4,124.0,112.25,119.0,118.58215762911,922355.0,17230.0,109374846.0,163180.0,17.69,11.75,2.6
2014-07-09,118.5,120.75,112.5,116.2,117.21914203096,734875.0,14229.0,86141417.0,165925.0,22.58,8.25,-2.3
2014-07-08,127.5,127.6,117.15,118.7,124.22450614023,777903.0,9463.0,96634616.0,426895.0,54.88,10.45,-8.8
2014-07-07,129.6,130.0,126.15,126.6,127.67106336335,1390362.0,5921.0,177508995.0,1172522.0,84.33,3.85,-3.0
2014-07-04,130.85,130.95,127.35,129.05,129.01287805186,443623.0,10344.0,57233080.0,149504.0,33.7,3.6,-1.8
2014-07-03,132.0,132.75,131.0,131.65,131.7685782486,101382.0,1672.0,13358962.0,43338.0,42.75,1.75,-0.35
2014-07-02,133.0,133.2,130.1,130.8,131.55011519194,298632.0,5079.0,39285074.0,96977.0,32.47,3.1,-2.2
2014-07-01,134.5,135.0,130.55,131.45,132.42012855356,417258.0,6286.0,55253358.0,150302.0,36.02,4.45,-3.05
2014-06-30,132.0,136.0,131.4,133.7,134.22410562092,672897.0,9512.0,90318998.0,234712.0,34.88,4.6,1.7
2014-06-27,130.65,131.95,128.85,130.95,130.63388155254,336301.0,5942.0,43932305.0,89512.0,26.62,3.1,0.3
2014-06-26,132.95,133.0,129.0,129.55,130.63568340675,365251.0,6646.0,47714814.0,119642.0,32.76,4.0,-3.4
2014-06-25,132.5,134.65,130.75,131.65,133.32242773313,571908.0,9077.0,76248163.0,192904.0,33.73,3.9,-0.85
2014-06-24,128.0,132.8,127.5,131.9,130.51027679567,948642.0,13960.0,123807530.0,197506.0,20.82,5.3,3.9
2014-06-23,123.7,128.7,122.5,126.8,126.00809110906,776037.0,12791.0,97786941.0,206639.0,26.63,6.2,3.1
2014-06-20,122.05,126.25,121.45,123.15,124.05200324098,413455.0,5584.0,51289921.0,65600.0,15.87,4.8,1.1
2014-06-19,127.95,128.1,120.3,122.75,124.77762598917,660275.0,12103.0,82387547.0,204796.0,31.02,7.8,-5.2
2014-06-18,126.0,129.2,123.0,126.35,126.70109816157,841042.0,11731.0,106560945.0,177406.0,21.09,6.2,0.35
2014-06-17,119.15,125.55,117.8,125.1,121.66256935511,613329.0,9931.0,74619182.0,187771.0,30.62,7.75,5.95
2014-06-16,123.0,123.0,115.1,119.15,118.40360508057,833213.0,8653.0,98655423.0,394549.0,47.35,7.9,-3.85
2014-06-13,127.0,128.8,120.8,122.65,127.47501738299,2915207.0,10130.0,371616063.0,2358124.0,80.89,8.0,-4.35
2014-06-12,126.95,130.0,124.0,126.4,127.15879175764,791861.0,13924.0,100692088.0,282876.0,35.72,6.0,-0.55
2014-06-11,125.55,132.2,123.1,126.55,128.11302743539,943125.0,12886.0,120826599.0,275034.0,29.16,9.1,1.0
2014-06-10,128.9,128.9,122.65,125.75,124.7382650893,505905.0,7769.0,63105712.0,102209.0,20.2,6.25,-3.15
2014-06-09,128.0,129.45,125.7,127.65,127.69574164524,814446.0,11848.0,104001286.0,331613.0,40.72,3.75,-0.35
2014-06-06,123.1,127.7,120.6,126.8,125.24583601404,2329919.0,16752.0,291812653.0,1544507.0,66.29,7.1,3.7
2014-06-05,124.55,125.25,119.9,122.1,123.10433894652,798120.0,11360.0,98252035.0,191027.0,23.93,5.35,-2.45
2014-06-04,116.7,123.0,115.5,122.35,119.28580974838,809591.0,10235.0,96572718.0,271151.0,33.49,7.5,5.65
2014-06-03,118.8,119.8,115.15,115.7,117.34811426231,361344.0,4928.0,42403037.0,104340.0,28.88,4.65,-3.1
2014-06-02,117.45,118.9,116.2,117.7,117.55658363138,480077.0,5392.0,56436212.0,224702.0,46.81,2.7,0.25
2014-05-30,117.25,118.0,114.5,116.15,116.29616346049,193221.0,3235.0,22470861.0,38455.0,19.9,3.5,-1.1
2014-05-29,117.0,119.6,115.0,115.7,117.10403989353,296790.0,4606.0,34755308.0,57796.0,19.47,4.6,-1.3
2014-05-28,118.6,120.0,116.2,116.85,118.26860878782,190582.0,3133.0,22539868.0,64039.0,33.6,3.8,-1.75
2014-05-27,120.55,122.2,115.25,118.15,118.62078670922,292052.0,5005.0,34643438.0,42119.0,14.42,6.95,-2.4
2014-05-26,127.5,129.3,114.5,120.5,122.40766277171,627136.0,9147.0,76766252.0,144366.0,23.02,14.8,-7.0
2014-05-23,124.95,127.2,122.0,126.5,124.3619146597,582140.0,7562.0,72396045.0,95600.0,16.42,5.2,1.55
2014-05-22,121.5,125.35,119.45,124.55,123.2707278431,759944.0,12733.0,93678850.0,211501.0,27.83,5.9,3.05
2014-05-21,117.7,120.85,115.85,119.3,119.29826120906,2748289.0,10352.0,327866099.0,2164760.0,78.77,5.0,1.6
2014-05-20,117.5,119.2,115.2,116.4,117.88619547569,4623419.0,17987.0,545037276.0,3576667.0,77.36,4.0,-1.1
2014-05-19,108.55,116.6,108.4,114.9,112.77496416145,1388170.0,12261.0,156550822.0,816124.0,58.79,8.2,6.35
2014-05-16,103.75,112.0,103.75,107.45,109.09366284365,5232694.0,23401.0,570853755.0,3999313.0,76.43,8.25,3.7
2014-05-15,103.3,105.5,101.0,102.15,102.51869151367,559853.0,5476.0,57395397.0,229506.0,40.99,4.5,-1.15
2014-05-14,103.0,106.3,102.4,104.15,104.26934246958,457956.0,6485.0,47750771.0,86482.0,18.88,3.9,1.15
2014-05-13,99.0,104.9,99.0,102.6,102.51386072082,656279.0,11723.0,67277694.0,201079.0,30.64,5.9,3.6
2014-05-12,95.5,99.05,95.2,97.85,97.516734398212,488694.0,6925.0,47655843.0,152985.0,31.3,3.85,2.35
2014-05-09,92.05,95.7,91.7,95.3,94.184696177392,268874.0,3645.0,25323816.0,100577.0,37.41,4.0,3.25
2014-05-08,92.0,92.5,90.95,91.95,91.907956726038,325184.0,4699.0,29886997.0,216632.0,66.62,1.55,-0.05
2014-05-07,92.0,92.95,91.05,91.4,92.083245298965,113592.0,1811.0,10459920.0,43390.0,38.2,1.9,-0.6
2014-05-06,92.5,93.85,92.0,92.3,92.97884177541,1528909.0,2734.0,142156188.0,1420054.0,92.88,1.85,-0.2
2014-05-05,92.9,93.8,92.35,92.95,92.968151031028,232535.0,4185.0,21618349.0,83663.0,35.98,1.45,0.05
2014-05-02,91.35,92.8,91.35,92.25,92.220701789919,236994.0,3395.0,21855753.0,71691.0,30.25,1.45,0.9
2014-04-30,93.7,94.8,87.0,90.4,91.638786058902,755292.0,10940.0,69214042.0,155532.0,20.59,7.8,-3.3
2014-04-29,95.1,95.7,91.7,92.25,93.182313390441,535128.0,12726.0,49864465.0,233996.0,43.73,4.0,-2.85
2014-04-28,94.65,95.45,92.7,94.9,93.940358472117,253632.0,3576.0,23826281.0,37342.0,14.72,2.75,0.25
2014-04-25,94.25,96.2,93.45,94.15,94.810918774967,184746.0,3200.0,17515938.0,39373.0,21.31,2.75,-0.1
2014-04-23,93.35,95.75,93.25,94.9,94.402794966168,124438.0,2192.0,11747295.0,27500.0,22.1,2.5,1.55
2014-04-22,95.95,95.95,93.15,93.5,94.792070084913,141086.0,2422.0,13373834.0,70683.0,50.1,2.8,-2.45
2014-04-21,94.4,96.2,93.0,95.8,95.261667950993,167403.0,2960.0,15947089.0,56134.0,33.53,3.2,1.4
2014-04-17,91.35,94.9,90.9,94.35,93.071941154632,245117.0,4554.0,22813515.0,86259.0,35.19,4.0,3.0
2014-04-16,93.9,95.4,90.2,90.95,92.433351958089,180763.0,3493.0,16708530.0,54294.0,30.04,5.2,-2.95
2014-04-15,97.3,97.55,92.8,93.4,94.66497656542,208666.0,3154.0,19753362.0,74204.0,35.56,4.75,-3.9
2014-04-11,97.0,98.0,95.9,97.3,97.204123753474,146808.0,3088.0,14270343.0,64239.0,43.76,2.1,0.3
2014-04-10,97.6,99.85,97.0,98.15,98.179566908619,412615.0,5528.0,40510362.0,138332.0,33.53,2.85,0.55
2014-04-09,93.0,98.5,93.0,97.55,96.705536705778,376957.0,4188.0,36453829.0,161872.0,21.47,5.5,4.55
2014-04-07,94.0,94.5,92.15,93.0,93.005016930658,168629.0,1830.0,15683343.0,77178.0,22.88,2.35,-1.0
2014-04-04,93.35,94.8,92.8,94.45,94.13011597928,126833.0,1681.0,11938805.0,41986.0,33.1,2.0,1.1
2014-04-03,97.0,97.0,92.5,93.85,94.002176046422,210933.0,2212.0,19828161.0,49997.0,23.7,4.5,-3.15
2014-04-02,94.2,96.2,93.15,95.85,94.64261619581,335877.0,2674.0,31788278.0,175099.0,52.13,3.05,1.65
2014-04-01,96.2,96.2,93.1,93.8,94.351895804377,339592.0,3299.0,32041149.0,122490.0,36.07,3.1,-2.4
2014-03-31,97.0,97.85,93.35,95.5,95.550858585317,373172.0,3786.0,35656905.0,124070.0,33.25,4.5,-1.5
2014-03-28,95.0,96.7,94.95,96.15,95.963676093184,361993.0,3164.0,34738179.0,131360.0,36.29,1.75,1.15
2014-03-27,93.45,96.5,92.1,93.8,94.530486627795,859918.0,8205.0,81288467.0,366783.0,42.65,4.4,0.35
2014-03-26,92.0,93.5,91.55,92.1,92.154736387037,1769545.0,4727.0,163071953.0,1520652.0,85.93,1.95,0.1
2014-03-25,91.0,92.5,90.05,91.45,91.236939149779,302086.0,3431.0,27561402.0,99466.0,32.93,2.45,0.45
2014-03-24,92.95,95.8,90.65,91.5,92.981360610273,751795.0,7070.0,69902922.0,250404.0,33.31,5.15,-1.45
2014-03-22,86.75,91.75,86.75,91.15,90.170634515825,470532.0,5078.0,42428169.0,136655.0,29.04,5.0,4.4
2014-03-21,84.25,86.8,84.15,85.95,85.861115380674,234216.0,2084.0,20110047.0,102861.0,43.92,2.65,1.7
2014-03-20,86.95,86.95,83.9,84.05,84.857113075384,95936.0,1184.0,8140852.0,28399.0,29.6,3.05,-2.9
2014-03-19,86.85,87.6,85.25,86.0,86.548438746406,174251.0,1915.0,15081152.0,60028.0,34.45,2.35,-0.85
2014-03-18,85.0,86.5,84.05,85.95,85.418896485749,177705.0,1872.0,15179365.0,76141.0,42.85,2.45,0.95
2014-03-14,82.5,83.95,81.5,83.4,82.834440953613,135275.0,1630.0,11205429.0,40989.0,30.3,2.45,0.9
2014-03-13,85.0,86.8,82.75,83.45,85.042313005515,189658.0,2166.0,16128955.0,57289.0,30.21,4.05,-1.55
2014-03-12,85.35,85.8,83.7,85.1,84.784926247727,123725.0,1632.0,10490015.0,37816.0,30.56,2.1,-0.25
2014-03-11,86.4,88.4,84.0,84.8,86.307378344081,386130.0,4145.0,33325868.0,94372.0,24.44,4.4,-1.6
2014-03-10,84.1,86.15,83.05,85.7,84.622309281341,537821.0,3936.0,45511655.0,197299.0,36.68,3.1,1.6
2014-03-07,81.2,85.85,81.15,84.1,83.858147574923,497510.0,5977.0,41720267.0,172000.0,34.57,4.7,2.9
2014-03-06,80.95,83.1,80.2,80.85,81.710514239094,235338.0,2587.0,19229589.0,81834.0,34.77,2.9,-0.1
2014-03-05,80.35,81.75,79.2,80.6,80.469499502494,163817.0,1982.0,13182272.0,43511.0,26.56,2.55,0.25
2014-03-04,79.4,80.5,79.2,79.8,79.893524850169,139657.0,1481.0,11157690.0,46096.0,33.01,1.3,0.4
2014-03-03,76.65,80.7,76.4,79.6,78.888855382864,411203.0,3737.0,32439334.0,207688.0,50.51,4.3,2.95
2014-02-28,76.0,77.1,74.6,76.65,76.026523224581,216301.0,1934.0,16444613.0,110095.0,50.9,2.5,0.65
2014-02-26,75.25,75.55,74.15,75.15,74.878473059185,124458.0,1305.0,9319225.0,40290.0,32.37,1.4,-0.1
2014-02-25,74.45,75.9,73.5,75.3,75.085320951891,369370.0,4785.0,27734265.0,92902.0,25.15,2.4,0.85
2014-02-24,74.0,74.0,72.6,73.6,73.429351194165,83908.0,1034.0,6161310.0,36070.0,42.99,1.4,-0.4
2014-02-21,72.65,73.75,72.65,73.45,73.150885829589,174695.0,1272.0,12779094.0,86481.0,49.5,1.1,0.8
2014-02-20,73.35,73.6,72.45,72.65,72.866328731874,103373.0,1041.0,7532411.0,41952.0,40.58,1.15,-0.7
2014-02-19,74.5,74.95,73.65,74.2,74.334181037908,88081.0,869.0,6547429.0,25311.0,28.74,1.3,-0.3
2014-02-18,74.55,75.15,74.2,74.45,74.644171594969,133244.0,1356.0,9945888.0,32127.0,24.11,0.95,-0.1
2014-02-17,74.1,75.0,73.55,74.3,74.286535324072,80908.0,930.0,6010375.0,23926.0,29.57,1.45,0.2
2014-02-14,76.0,76.05,73.85,74.25,74.721302852519,222435.0,2079.0,16620633.0,106481.0,47.87,2.2,-1.75
2014-02-13,77.95,78.0,75.45,75.85,76.428117682122,117435.0,1253.0,8975336.0,53407.0,45.48,2.55,-2.1
2014-02-12,78.5,78.7,77.0,77.7,78.165916874942,162045.0,926.0,12666396.0,90313.0,55.73,1.7,-0.8
2014-02-11,78.25,78.55,77.8,78.0,78.274135915324,576506.0,811.0,45125509.0,517356.0,89.74,0.75,-0.25
2014-02-10,78.5,79.0,77.4,78.1,78.290465181668,128036.0,1116.0,10023998.0,48953.0,38.23,1.6,-0.4
2014-02-07,77.65,78.2,77.1,77.95,77.668356662625,127022.0,1338.0,9865590.0,43511.0,34.25,1.1,0.3
2014-02-06,77.3,78.1,76.15,76.85,77.184515571626,125003.0,1427.0,9648296.0,40030.0,32.02,1.95,-0.45
2014-02-05,76.5,77.8,76.0,76.75,76.724719334349,168617.0,1498.0,12937092.0,51304.0,30.43,1.8,0.25
2014-02-04,76.95,78.4,74.35,76.85,76.483394616855,305955.0,3066.0,23400477.0,54880.0,17.94,4.05,-0.1
2014-02-03,79.3,79.4,77.0,77.2,78.316504875501,91888.0,952.0,7196347.0,24543.0,26.71,2.4,-2.1
2014-01-31,77.3,79.7,77.1,79.25,78.178484531857,270847.0,2101.0,21174408.0,139464.0,51.49,2.6,1.95
2014-01-30,78.1,78.1,75.15,77.05,76.45378789965,181565.0,1777.0,13881332.0,65078.0,35.84,2.95,-1.05
2014-01-29,80.5,81.5,78.3,78.7,79.556741297598,183570.0,1509.0,14604231.0,84880.0,46.24,3.2,-1.8
2014-01-28,79.75,81.9,79.0,79.95,80.325586066217,159325.0,1893.0,12797874.0,34367.0,21.57,2.9,0.2
2014-01-27,80.8,80.8,75.9,79.9,79.12063642092,158700.0,1809.0,12556445.0,43044.0,27.12,4.9,-0.9
2014-01-24,84.0,84.15,81.0,81.45,82.005481090239,140483.0,1477.0,11520376.0,46986.0,33.45,3.15,-2.55
2014-01-23,83.85,84.4,83.0,83.8,83.737864842907,164934.0,1697.0,13811221.0,41373.0,25.08,1.4,-0.05
2014-01-22,83.4,84.0,82.4,83.8,83.491369458597,168008.0,1485.0,14027218.0,36074.0,21.47,1.6,0.4
2014-01-21,85.0,85.65,83.1,83.55,84.233919290596,543555.0,4831.0,45785768.0,138238.0,25.43,2.55,-1.45
2014-01-20,81.4,83.0,80.05,82.65,81.394981815033,323344.0,3381.0,26318579.0,95505.0,29.54,2.95,1.25
2014-01-17,82.0,82.85,77.95,79.45,80.555868495628,977823.0,9864.0,78769381.0,245613.0,25.12,4.9,-2.55
2014-01-16,82.5,82.75,81.55,81.7,82.015486287433,111066.0,1123.0,9109132.0,38360.0,34.54,1.2,-0.8
2014-01-15,80.5,82.1,80.5,81.9,81.400232622203,163355.0,1355.0,13297135.0,54972.0,33.65,1.6,1.4
2014-01-14,79.85,80.8,79.6,80.1,80.241099054953,142850.0,1473.0,11462441.0,44479.0,31.14,1.2,0.25
2014-01-13,78.85,80.2,78.4,79.85,79.706139875338,415041.0,3476.0,33081316.0,218322.0,52.6,1.8,1.0
2014-01-10,82.1,82.8,77.35,77.8,79.459313514151,415187.0,4672.0,32990474.0,184817.0,44.51,5.45,-4.3
2014-01-09,83.7,84.9,81.6,81.75,83.029383101761,279106.0,2386.0,23173999.0,98906.0,35.44,3.3,-1.95
2014-01-08,82.75,84.25,81.15,83.1,83.22744972083,227281.0,2283.0,18916018.0,37844.0,16.65,3.1,0.35
2014-01-07,85.55,85.7,81.5,82.15,82.9057650467,332764.0,3529.0,27588054.0,143953.0,43.26,4.2,-3.4
2014-01-06,84.5,87.1,82.65,84.8,84.91128037333,316931.0,3480.0,26911017.0,46302.0,14.61,4.45,0.3
2014-01-03,82.95,84.7,82.25,84.0,83.716312954268,237057.0,4859.0,19845538.0,56744.0,23.94,2.45,1.05
2014-01-02,87.05,89.4,82.0,82.7,86.998850905399,590900.0,5800.0,51407621.0,147355.0,24.94,7.4,-4.35
2014-01-01,84.6,87.2,84.2,86.55,85.717891369619,458288.0,3333.0,39283481.0,159673.0,34.84,3.0,1.95
2013-12-31,82.0,84.95,82.0,84.1,83.790367301943,119738.0,1249.0,10032891.0,40232.0,33.6,2.95,2.1
2013-12-30,84.55,85.25,82.35,82.6,83.316984822328,100213.0,1232.0,8349445.0,33680.0,33.61,2.9,-1.95
2013-12-27,84.55,85.2,83.5,84.4,84.428315946349,208010.0,2355.0,17561934.0,57555.0,27.67,1.7,-0.15
2013-12-26,82.15,85.95,82.15,84.05,84.568838683014,399245.0,4012.0,33763686.0,113376.0,28.4,3.8,1.9
2013-12-24,84.3,84.9,81.65,82.15,83.301527677365,254504.0,2302.0,21200572.0,76562.0,30.08,3.25,-2.15
